Unnamed: 0,x_i,x_j,Label
1823,pavlovich looks resigned to the fact that hes,a grim fate ahead of him.,GPT4o
1824,"the judge asked , ",", with a raised eyebrow.",GPT4o
1825,"seth was intoxicated , but not so much",", but enough to feel it.",GPT4o
1826,"marty , how did you","a casual tone, perhaps.",GPT4o
1827,its nothing compared to willfully and maliciously,than just negligence.,GPT4o
1828,it was almost as if,they were all in shock.,GPT4o
1829, you want to try,to let me help you.,GPT4o
1830, more than you,can give me strength.,GPT4o
1831,"sound and noise , memory and image , all of",and emotion converged.,GPT4o
1832,it is marius who weeds the good from,the weeds from the garden.,GPT4o
1833,i started toward the dirty tables when i,", noting the grime.",GPT4o
1834," well , put it on abby ,",it all on her.,GPT4o
1835,it would take a few days for,for the storm to pass.,GPT4o
1836,she was instantly on her feet and crossing,in response to his call.,GPT4o
1837,"to his surprise ,",to his astonishment.,GPT4o
1838,he 'd thought he could pleasure,her world was upside down.,GPT4o
1839," if you know of anyone , please",contact me directly.,GPT4o
1840,no protogen hired thugs shepherding,in their tracks.,GPT4o
1841," you could draw blood for lab tests ,","for science, she replied.",GPT4o
1842,if the perp was the same,then the trail would go cold.,GPT4o
1843,"i knew where this was going ,",", but I had a hunch.",GPT4o
1844,she also knew that they needed,the next steps carefully.,GPT4o
1845,the room blurred as,the world spun wildly.,GPT4o
1846,he had forgotten how painful the touch of,the walls of his heart.,GPT4o
1847,"'hey , frank , there 's a monkey",as he waved goodbye.,GPT4o
1848,"he well , someone else had gotten",the door before it closed.,GPT4o
1849,"the door tinkled as she left , and",", creating a gentle chime.",GPT4o
1850,but the templar grand master was quicker,", anticipating a fight.",GPT4o
1851,so he was just as shocked as jewell,to see her expression.,GPT4o
1852,celeste seemed to take in the fact that,", taking it all in.",GPT4o
1853,"he punched in the buttons , tuned it ,",to the sound of static.,GPT4o
1854, why 's my phone disconnected along,on the line?,GPT4o
1855, do you want,to join the mission?,GPT4o
1856,"this aint no area for you , rand",", this isn’t your turf.",GPT4o
1857,"their scents flooded chase 's senses , making it","in a rush, and felt alive.",GPT4o
1858,that is where i see us,the vision of a future.,GPT4o
1859,"he started up a steady rhythm , bouncing",to his steady beat.,GPT4o
1860,"saffi turned to him , reluctance",in her voice.,GPT4o
1861, do n't you,like a bee to honey.,GPT4o
1862, so what 's alexander like,like at a gala.,GPT4o
1863,he centered his shot,"on target, he mused.",GPT4o
1864,tell me what else is,about the new development?,GPT4o
1865,dahlia sat at the,draped across the chair.,GPT4o
1866,"she asks , standing",in disbelief and curiosity.,GPT4o
1867, i feel like that damn song ...,as they spoke.,GPT4o
1868,i want to make sure,my heart races.,GPT4o
1869,"i slid into my bedroom noiselessly , grabbed",out the door quickly.,GPT4o
1870,"copy ninety minutes , sean replied",", pressing a button.",GPT4o
1871,"the interview was long over , but i",", but I kept listening.",GPT4o
1872,i logged on and saw a new,saw a notification.,GPT4o
1873, why would he do,something drastic?,GPT4o
1874,"to my relief , there were n't as",as I stepped forward.,GPT4o
1875,"this whole place will be in shadow ,",", darkness would envelop.",GPT4o
1876, usually the child will,", it will show.",GPT4o
1877,"now , i am left with pieces of",will turn into laughter.,GPT4o
1878,her face radiated the iron will of a,a warrior's spirit.,GPT4o
1879,"as selena 's feet set to walking ,",", keeping pace with him.",GPT4o
1880,ced jumped out almost before the,car arrived to whisk him away.,GPT4o
1881,i had n't considered that my,in light of the circumstances.,GPT4o
1882,"shit , i 'd undo",this mess we’ve created.,GPT4o
1883," and if i tell you ,",would change everything.,GPT4o
1884,"aside from the spray paint , decorations were sparse and",the walls around us.,GPT4o
1885,he said firmly as he,took a seat at the table.,GPT4o
1886,she swam with her head above,and felt the current.,GPT4o
1887,he strengthened his mental chokehold on the,on their minds.,GPT4o
1888," i know , but what if you come",", it might scare you.",GPT4o
1889,it was all eileen 's,my responsibility now.,GPT4o
1890,"good-night , captain garret , peter added bitterly , and",", as he turned away.",GPT4o
1891,"i lose my breath , lose my ability",", and it stung deeply.",GPT4o
1892,"he would n't admit it to her , but she",", even if she knew.",GPT4o
1893,"he leaves , jogging down the hallway and",", disappearing around a corner.",GPT4o
1894,"but this , this was",not as easy as it seemed.,GPT4o
1895,i looked at the new drink and felt,", the taste was bitter.",GPT4o
1896,prince charming could have had no easier passage,than a fairy tale.,GPT4o
1897,he stopped as she ran her finger,as she traced the line.,GPT4o
1898,he 's been visiting me,", waiting for the right moment.",GPT4o
1899,i reached inside the mini-fridge and,", as he opened it.",GPT4o
1900,"at my words , her expression slowly falls",", a weight lifted.",GPT4o
1901, i do n't have the pretty words,have the right words.,GPT4o
1902,baannas head easily cleared the,", nodding to the trees.",GPT4o
1903,want to help us,", and the offer is genuine.",GPT4o
1904,"gemma swallowed hard , stood from the vanity ,",and took a breath.,GPT4o
1905,i can feel the tears,welling in my eyes.,GPT4o
1906,theres a fine royal blue with,the texture of the fabric.,GPT4o
1907,garion found that the muscles of his legs,felt strong and capable.,GPT4o
1908,he told me the town gossip for a,"for weeks, sharing secrets.",GPT4o
1909,and one or two of,unimportant details.,GPT4o
1910,just thinking about walking into the throne room,made her heart race.,GPT4o
1911,the old lady at the bed and breakfast,made the best breakfast.,GPT4o
1912,"the kids , being kids , had n't seemed to",in their own world.,GPT4o
1913, you do n't need,to be brave right now.,GPT4o
1914,this is your breakthrough and its free too,", not a dime to spend.",GPT4o
1915,they engaged in a silent tug of war,over the last cookie.,GPT4o
1916,her fault for having left,", all too familiar.",GPT4o
1917,i walk back to the,", retreating from the crowd.",GPT4o
1918,"with my coffee cup in hand , i",", reflecting on the day.",GPT4o
1919,my mom kept gabbing in my ear,", lost in her stories.",GPT4o
1920,thank you for allowing this,", to make this happen.",GPT4o
1921,i guess that 's why the women,have found their voices.,GPT4o
1922,"i could n't do it , i would",", but I had to try.",GPT4o
1923,he blushed and looked down at his,", his cheeks a rosy hue.",GPT4o
1924,the very air one breathes turns hot and,", igniting a fevered heat.",GPT4o
1925,"still , she also knew the pitfalls of someone",her heart could break.,GPT4o
1926,but he did n't curse the wind or,the rain fell silently.,GPT4o
1927,the static was cut off,before the storm hit.,GPT4o
1928,"i made my face go blank , suddenly",with a sudden smile.,GPT4o
1929,i said as jason and alex,to the sound of laughter.,GPT4o
1930,i got ready and jonathan had the butler,had already prepared tea.,GPT4o
1931,"he had learned much about his fellow-challengers ,",as they faced off.,GPT4o
1932," i 'm flattered by your concern ,",", a slight grin on his face.",GPT4o
1933, actions have punishments,", while others make excuses.",GPT4o
1934,no hair on thoir bodios or facos and,", just like their faces.",GPT4o
1935,we never gave a thought,about the past.,GPT4o
1936,"a ragged breath , then ,  some",", drawing in the cold air.",GPT4o
1937,you exist to do just that,", and you know it.",GPT4o
1938,she exclaimed when i reached,", and the embrace felt warm.",GPT4o
1939,let us wait till this is over and,", a moment of stillness.",GPT4o
1940, why did n't you tell me,about the news?,GPT4o
1941,"and try as i might , in that",", I couldn’t help it.",GPT4o
1942,are you going to tell him,the truth in time.,GPT4o
1943,a rattling gurgle caused neb,", startling the quiet.",GPT4o
1944,"until then , you need",", be prepared.",GPT4o
1945," ugh , '' i remarked , but",", I sighed in frustration.",GPT4o
1946,it 's the first meeting of,the book club tonight.,GPT4o
1947,when he got in on the drivers,", adjusting the mirror.",GPT4o
1948,it 'll keep them busy for,", as they often do.",GPT4o
1949, she never knew he was,was not what it seemed.,GPT4o
1950,"when they were topside , she started hauling",", helping with the load.",GPT4o
1951,"ya know , blend with",", just like old times.",GPT4o
1952,"it was sophia , her best friend and",", through thick and thin.",GPT4o
1953,it must be a,wants to bring change.,GPT4o
1954,cooper pushed the phone,from the desk.,GPT4o
1955,michael was n't due to be in the,", a day early.",GPT4o
1956,"i pull away , that first blissful swoon",", and felt a spark.",GPT4o
1957,there were also photos of,from the old family album.,GPT4o
1958,visions of us together plagued my sleep until,", haunting my every dream.",GPT4o
1959,i scoured his garments first,to find the truth.,GPT4o
1960,"i peer deep into his voice , searching",", and found sincerity.",GPT4o
1961,"soon , i 'd be thinking half",thoughts started to drift.,GPT4o
1962,her face tightened and then,softened with understanding.,GPT4o
1963,"or , you know",it could be worse.,GPT4o
1964,who is jarvis meeting,with tonight’s plans.,GPT4o
1965,she sampled his skin with her tongue and,as he traced her skin.,GPT4o
1966,"sometimes formal , sometimes casual , but",", a blend of emotions.",GPT4o
1967,his head swam as he felt,overwhelmed with feelings.,GPT4o
1968," trajan , what",", his brow furrowed.",GPT4o
1969," the man in the story remarries ,",", and life goes on.",GPT4o
1970,although the place was in obvious need of,a fresh coat of paint.,GPT4o
1971,"when he exited a few minutes later ,",", she caught her breath.",GPT4o
1972,it looked like a,", the sky was gray.",GPT4o
1973,#NAME?,", that’s a good question.",GPT4o
1974, you called some,the number you called.,GPT4o
1975,but i 'm not doing,", as hard as I tried.",GPT4o
1976,"he looked about briefly , for a",around for the right spot.,GPT4o
1977,he stood straight with his shoulders,", trying to hide tension.",GPT4o
1978,above all else god wants you and clintand,", a heavenly promise.",GPT4o
1979,maybe even because i thought that if i,", if only to try.",GPT4o
1980,but that was all i,could ever truly grasp.,GPT4o
1981, i 'm fine,", it’s been a long day.",GPT4o
1982,"the girl rose slowly and graciously , tossed on the",", swaying gently.",GPT4o
1983,"she screamed , struggling",in the grasp of fear.,GPT4o
1984,that 's one of the,things we rarely acknowledge.,GPT4o
1985,i noticed he started to shake a little,", revealing his anxiety.",GPT4o
1986,"they began to walk , and berel did",at a slower pace.,GPT4o
1987, i said ... '' ,", drawing close.",GPT4o
1988,"also , i know as well as you",", the stakes were high.",GPT4o
1989,he was also interested in how to,", growing with excitement.",GPT4o
1990,"lying awake in the dark , she endured",", drowning in her thoughts.",GPT4o
1991,my stomach lurched as two men in overalls,", sizing them up.",GPT4o
1992,"it contained odd pieces of furniture , a",", a reminder of chaos.",GPT4o
1993, evelyn ... ''  she stayed at,", always the caretaker.",GPT4o
1994,"for several heartbeats , he could",", suspended in time.",GPT4o
1995, i 'll need time to prepare him,to ease him into it.,GPT4o
1996,witch hunts were supposed to,", not for the faint-hearted.",GPT4o
1997,the army had passed and were well ahead,", well into the night.",GPT4o
1998, that gives us time,to make a plan.,GPT4o
1999,"his voice was rusty and choked , but",", breaking through.",GPT4o
2000,it had stopped bleeding and i,wrapped it with care.,GPT4o
2001,corrado put the gun away,", his eyes steady.",GPT4o
2002,"she roared , spinning away from me to","to the ground, furious.",GPT4o
2003,he was pointing out,the flaws in the design.,GPT4o
2004,a grimace of disgust painted,on his face as he turned.,GPT4o
2005,the toilets are a,"mess, no matter how you look at it.",GPT4o
2006,"as she was reaching for the ice , adrienne",", suddenly stepping back.",GPT4o
