Unnamed: 0,x_i,x_j,Label
1445,night was spreading slowly,", and the crowd was growing.",GPT_NEO
1446," i mean , your men have got",to be the best.,GPT_NEO
1447,"she still breastfed the little ones ,","and the little ones were  ""I'm not sure if I'm going to be able to do this,",GPT_NEO
1448,but emma noticed that she would,be able to do it.,GPT_NEO
1449,to vuk that sounded less like a,joke than a joke.,GPT_NEO
1450, no child should ever be,born.,GPT_NEO
1451,the neoclassical architecture was some of,the most important in the history of the world.,GPT_NEO
1452,i 'll be here,", and I'll be back in a few minutes.",GPT_NEO
1453,"honestly , dennis , you told","e that you were going to be a  ""good cop"", and I'm not going to lie to you.",GPT_NEO
1454,"a petite woman , in her early forties","with a long, dark hair and a large, dark-brown eyes.",GPT_NEO
1455,i will not cry in front,of you.,GPT_NEO
1456, we do n't train in uniform usually,"I'm not sure if I'm being too harsh on you, but I think you're right.",GPT_NEO
1457,the words are spoken and they mix with the,words.,GPT_NEO
1458, tell the lad to hurry,", and he will be back in a few minutes.",GPT_NEO
1459, you do n't understand,what you're doing.,GPT_NEO
1460,i could have come up with another plan,".  The plan was to have the city of San Francisco, which had been the city of the future,",GPT_NEO
1461,"she fell to her knees and cried , he",was so weak and so weak.,GPT_NEO
1462,you would n't like the plan,but I'm not sure if it's a good idea.,GPT_NEO
1463,but he held his tongue in,the face of the man who had been so kind to him.,GPT_NEO
1464, i can do all the,work.,GPT_NEO
1465,she began to speak but,was unable to speak.,GPT_NEO
1466, he 's missing his pinky and,his pinky-shirted face.,GPT_NEO
1467,i left him at the tent,", and he was not to be disturbed.",GPT_NEO
1468,"panicked , she turned sharply right , narrowly missing",he man who had been standing behind her.,GPT_NEO
1469,he was genuinely hoping she,would be able to get him to do it.,GPT_NEO
1470, fifty bucks says the marlins whip boston,".  ""I'm not going to be a marlin,"" I say. ""I'm going to be a marlin.""  ""I'm not going to be a marlin,",GPT_NEO
1471,"he moved slightly , feeling the instant reaction",to the tremendous relief.,GPT_NEO
1472,how much he actually understood,".  ""I'm sorry,",GPT_NEO
1473," wow , those are",the ones that are the most important.,GPT_NEO
1474,she put the glasses down and,went to the bathroom.,GPT_NEO
1475,once he regained control,of the game.,GPT_NEO
1476,cupids arrow is squarely,in the middle of the picture.,GPT_NEO
1477, if you would please return to the,,GPT_NEO
1478,zane looked up at,the sky.,GPT_NEO
1479,how many times do i have to,do this?  A:  You can use the following code to get the number of times you have to do this: int numberOfTimes = 0; for (int i = 0;,GPT_NEO
1480,thats not exactly right,".  The first thing I noticed was that the first time I saw the first person in the room, I was in the middle of a conversation. I was in the middle of a conversation,",GPT_NEO
1481,with best friends like morgan,", and the other two were the best friends of the two men.",GPT_NEO
1482, it 's for the,sake of the people.,GPT_NEO
1483,"how else to understand the true import , not so","much the actual import, but the actual import,",GPT_NEO
1484,wroth could plan battles and sieges - he,"was a man of the people, and he was a man of the people.",GPT_NEO
1485,he grimaced when he tried,to get his hands on the phone.,GPT_NEO
1486,it wouldnt take many to move large amounts,of money around.,GPT_NEO
1487, it 's sort of,"like a 'bout-of-the-way' thing, but it's not.",GPT_NEO
1488, camping ... why the hell would,"I do that?  I'm not sure if I'm being a bit naive, but I'm not sure I'm being a bit naive.",GPT_NEO
1489, i think you might have a concussion,".  I'm not sure if you're aware of the fact that the NFL has a rule that says that if you have a concussion,",GPT_NEO
1490,i wanted it to be funny-i needed it,to be funny-i was a little bit of a joke-i was a little bit of a joke-i was a little bit of a joke-i was a little bit of a joke-,GPT_NEO
1491,was the final refutation as he,was about to leave the room.,GPT_NEO
1492, i conjured that book so that when this,"book is read, it will be read by the reader.",GPT_NEO
1493,"yes , her soul got us to you",and you were the only one who could make us happy.,GPT_NEO
1494,standing in the doorway with an eyebrow cocked,".  ""I'm sorry, but I'm not going to be able to help you.""  ""I'm not going to help you,",GPT_NEO
1495,"exhaling , i gently reached for a line","of white paper, and then she said, ""I'm going to write a letter to the editor.",GPT_NEO
1496,"and here she was , staring at him through her",tears.,GPT_NEO
1497,"i spat the water out , and the noise must",be very loud.,GPT_NEO
1498,"again , he noted the","""firmness"" of the ""firmness"" of the ""firmness"" of the ""firmness"" of the ""firmness"" of the ""firmness"" of the ""firm",GPT_NEO
1499,tears stung dak 's eyes as they dragged,the body of the man to the ground.,GPT_NEO
1500," no one believes me , but in",the end I will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who will be the one who,GPT_NEO
1501,why does justice move so quickly when,it comes to the  law of the land?  I don’t know.,GPT_NEO
1502, have you seen him,"?"" ""I'm sorry.",GPT_NEO
1503,"freaky girl , not one of",the most popular girls in the world.,GPT_NEO
1504,minos gave roach the,same result.,GPT_NEO
1505,"but her phone is downstairs , in the","kitchen, in the living room,",GPT_NEO
1506, i-he 's calling at,the same time.,GPT_NEO
1507,that same grim smile tilted the,face of the man who had been the first to see the man's face.,GPT_NEO
1508,"as different as night and day , he",was a great man.,GPT_NEO
1509,the rest of them think i,'m a good guy.,GPT_NEO
1510," dude , you need to take him out ,","ou need to take him out, you need to take him out,",GPT_NEO
1511,nassar took it from him and shrugged it,off.,GPT_NEO
1512,he shook the shock of what had just happened,".  ""I'm sorry,"" he said. ""I didn't mean to hurt you.""  ""I'm sorry,",GPT_NEO
1513,the thought of kissing her until she,was ready to go.,GPT_NEO
1514, mark 's a goner,and I'm not sure I can do it.,GPT_NEO
1515,"well , well ,",nd so on.,GPT_NEO
1516,the earthling took a seat on,"the bench, and the crowded crowd of the crowd,",GPT_NEO
1517, somehow i do n't see that ending with,a space.,GPT_NEO
1518, he 's not innocent,but he's not guilty.,GPT_NEO
1519,"they were filled with supplies-one a pantry ,","one a kitchen, one a pantry,",GPT_NEO
1520,she still wore her jeans but had,a pair of jeans that were too short to fit her.,GPT_NEO
1521,i move my eyes from the,sky to the ground.,GPT_NEO
1522,their brother adas joined them at the,table.,GPT_NEO
1523,nano gazed down the dark cavern,"ous abyss, and the darkness of the caverns was like a dream.",GPT_NEO
1524,imperial avenue was a four lane divided highway,", with a single lane on the right.",GPT_NEO
1525, and did anything jump,out at me.,GPT_NEO
1526,jonathan 's going to bust something when,he gets home.,GPT_NEO
1527,"for instance , i can appreciate the multi-billions",of people who have been in the game for years and years and years and years and years and years and years and years and years and years and years and years and years and years and years and,GPT_NEO
1528,it 's impossible not to,"""I'm not sure what you're talking about,",GPT_NEO
1529,cyn 's footsteps sounded,"like a  ""I'm sorry, I'm sorry,",GPT_NEO
1530,"all his life , even when soldiers fought",for him.,GPT_NEO
1531,"liz smiled coyly , her eyes",bright with excitement.,GPT_NEO
1532,"while laughing at her comment , seth rushed","to the door and said, ""I'm sorry, I didn't mean to.",GPT_NEO
1533,i unwound myself from him and could,not help but think of the,GPT_NEO
1534," like wolf said , the real",wolf is the wolf.,GPT_NEO
1535,i 'd always thought,it was a good idea to have a 'd' in the middle of the sentence.,GPT_NEO
1536,i was happy there and no,one else was.,GPT_NEO
1537, i 've missed my family so much,"I'm sorry, but I'm not sure what to do.",GPT_NEO
1538,"well , replied mitch , i might have to","o to the hospital, but i'm not sure,",GPT_NEO
1539,i knew that in the wolf world,", the wolf is the wolf.",GPT_NEO
1540,an entire dam of words,",",GPT_NEO
1541,if you 're not comfortable doing this,you can always just go to the store and buy something else.,GPT_NEO
1542,"surely , the cops would",have to be on the lookout for the suspect.,GPT_NEO
1543,again positioning himself face-down and grasping the floor,with his hands.,GPT_NEO
1544,kenny turned his laptop,"into a computer, and he was able to access the data he wanted.",GPT_NEO
1545, why did n't,"you get the chance to do it?"" ""I'm sorry, I didn't mean to.",GPT_NEO
1546,lady aquitaine wore clothing similar to amara 's,"The first time I saw her, I was in the middle of a party of four.",GPT_NEO
1547,the trance-like state was to be triggered by,"the  ""fear of the unknown,"" and the ""fear of the unknown"" was to be  ""recalled"" to the ""fear of the unknown.",GPT_NEO
1548,ssassi withdrew a small pile of midnight black fragments that,had been thrown at him from the floor.,GPT_NEO
1549,"with the bridge out , the walk","ay is a bit of a mess, but it's a good place to start.",GPT_NEO
1550,he clamped the other end of,"the clamping rod, and then the clamping rod was removed.",GPT_NEO
1551," god , you feel good , ''","""I'm not going to be able to do this, I'm not going to be able to do this,",GPT_NEO
1552, all 's far in fake dating and,online dating sites.,GPT_NEO
1553,he had not seen her since,the day she was born.,GPT_NEO
1554,"briefly , i considered slapping him","with a stick, but he was not a threat.",GPT_NEO
1555,he lets her go long enough to grab,her.,GPT_NEO
1556,a bright green stone sat in,the corner of the room.,GPT_NEO
1557,there was no scolding when she saw,him.,GPT_NEO
1558,"unfortunately , almost everything else was",working.,GPT_NEO
1559,sonia thought that was a bit overkill considering no one,had ever seen it before.,GPT_NEO
1560,chapter 37 the boss of you the cool crisp breeze,of the morning.,GPT_NEO
1561,although i intend to make,"a few changes to the code, but i am not sure how to do that.",GPT_NEO
1562,"his usually gloriously and enormously spiked hair ,",and the most beautiful of the young ladies.,GPT_NEO
1563,a little overcome with the knowledge of the,world.,GPT_NEO
1564,she 'd always considered herself lucky that rory,was not a fool.,GPT_NEO
1565,"he angrily brushed it away , spitting to",the floor.,GPT_NEO
1566,cawley took a slow,", deliberate step toward the door.",GPT_NEO
1567,"clearly , that idea was",not to be taken seriously.,GPT_NEO
1568," you bastard , ''","""I'm not going to let you go, ''  ""I'm not going to let you go,",GPT_NEO
1569,my husband quit drinking alcohol,and he was a drunk.,GPT_NEO
1570,"i hate it , hate it- oh yeah",I hate it- I hate it- I hate it- I hate it- I hate it- I hate it- I hate it- I hate it- I hate it- I hate it-,GPT_NEO
1571,no one 's going,to be able to do anything about it.,GPT_NEO
1572,"the way she looked at him , her",eyes were full of love and she was so happy.,GPT_NEO
1573,"if i killed you now , the only",thing you can do is kill me.,GPT_NEO
1574,i taught him how to play my favorite,game of the day.,GPT_NEO
1575,i stared at him then said,", ""I'm not sure what you're talking about.",GPT_NEO
1576," it was n't so very cold ,","ut it was cold, so it was cold,",GPT_NEO
1577,he returned to his study and,began to read.,GPT_NEO
1578," jesus , mase you scared","of the dark, and you're not afraid of the dark.",GPT_NEO
1579,"but this was different ,",I think.,GPT_NEO
1580, but that's-no wonder you always went all,-in on the other side.,GPT_NEO
1581,her boys could be heard,in the distance.,GPT_NEO
1582,she had to maintain control,of her own life.,GPT_NEO
1583, i 'm surprised to hear i 'm,ot a fan of the new'm.,GPT_NEO
1584," yes , and come summer , we","l be back to the old days, and we'll be back to the new days,",GPT_NEO
1585,but the past pleasure of my chat with,you is that I am not a fool.,GPT_NEO
