Unnamed: 0,x_i,x_j,Label
1826,"marty , how did you",did you escape?,Gemini
1827,its nothing compared to willfully and maliciously,intentionally causing harm.,Gemini
1828,it was almost as if,she was sleepwalking.,Gemini
1829, you want to try,give it another try?,Gemini
1830, more than you,you think.,Gemini
1831,"sound and noise , memory and image , all of",sensory input combines to create the experience of reality.,Gemini
1832,it is marius who weeds the good from,the wheat from the chaff.,Gemini
1833,i started toward the dirty tables when i,noticed a figure lurking in the shadows.,Gemini
1834," well , put it on abby ,","she said, her tone brisk.",Gemini
1835,it would take a few days for,to complete the project.,Gemini
1836,she was instantly on her feet and crossing,running towards the exit.,Gemini
1837,"to his surprise ,",he was caught completely off guard.,Gemini
1838,he 'd thought he could pleasure,give her more pleasure than he ever thought possible.,Gemini
1839," if you know of anyone , please",let me know.,Gemini
1840,no protogen hired thugs shepherding,protecting their boss.,Gemini
1841," you could draw blood for lab tests ,",get a blood sample.,Gemini
1842,if the perp was the same,"person, the investigation would take a different direction.",Gemini
1843,"i knew where this was going ,",this was a setup.,Gemini
1844,she also knew that they needed,they needed to act quickly.,Gemini
1845,the room blurred as,"the room started to spin, her vision blurring.",Gemini
1846,he had forgotten how painful the touch of,the touch of another.,Gemini
1847,"hey , frank , there 's a monkey","there’s a problem.""",Gemini
1848,"he well , someone else had gotten",had gotten away.,Gemini
1849,"the door tinkled as she left , and",the silence hung heavy in the air.,Gemini
1850,but the templar grand master was quicker,but his opponent was even faster.,Gemini
1851,so he was just as shocked as jewell,the others.,Gemini
1852,celeste seemed to take in the fact that,the gravity of the situation.,Gemini
1853,"he punched in the buttons , tuned it ,",to a different station.,Gemini
1854, why 's my phone disconnected along,and why are you calling me?,Gemini
1855, do you want,want me to help you with that?,Gemini
1856,"this aint no area for you , rand",this is private property.,Gemini
1857,"their scents flooded chase 's senses , making it",nearly impossible to think straight.,Gemini
1858,that is where i see us,that’s where we need to go.,Gemini
1859,"he started up a steady rhythm , bouncing",his foot tapping against the floor.,Gemini
1860,"saffi turned to him , reluctance",written all over her face.,Gemini
1861, do n't you,have to do this?,Gemini
1862, so what 's alexander like,like?,Gemini
1863,he centered his shot,and took aim.,Gemini
1864,tell me what else is,going on here?,Gemini
1865,dahlia sat at the,"the table, her gaze distant.",Gemini
1866,"she asks , standing",her voice trembling slightly.,Gemini
1867, i feel like that damn song ...,makes me want to scream.,Gemini
1868,i want to make sure,to make sure everything is taken care of.,Gemini
1869,"i slid into my bedroom noiselessly , grabbed","a small, worn leather-bound book.",Gemini
1870,"copy ninety minutes , sean replied",he replied curtly.,Gemini
1871,"the interview was long over , but i",I was completely exhausted.,Gemini
1872,i logged on and saw a new,message from an unknown sender.,Gemini
1873, why would he do,do that?,Gemini
1874,"to my relief , there were n't as",many people in the room as I expected.,Gemini
1875,"this whole place will be in shadow ,",and the air grew heavy with anticipation.,Gemini
1876, usually the child will,will need help.,Gemini
1877,"now , i am left with pieces of",the pieces of a shattered life.,Gemini
1878,her face radiated the iron will of a,"warrior, her eyes blazing with determination.",Gemini
1879,"as selena 's feet set to walking ,",she felt a sense of freedom.,Gemini
1880,ced jumped out almost before the,the car doors even opened.,Gemini
1881,i had n't considered that my,I’d made a terrible mistake.,Gemini
1882,"shit , i 'd undo",undo everything that I've done.,Gemini
1883," and if i tell you ,",I’ll tell you everything.,Gemini
1884,"aside from the spray paint , decorations were sparse and","minimalist, almost stark.",Gemini
1885,he said firmly as he,"he said, his voice firm and unwavering.",Gemini
1886,she swam with her head above,"the water, her body gliding effortlessly.",Gemini
1887,he strengthened his mental chokehold on the,"his victim, tightening his grip until the man’s eyes bulged.",Gemini
1888," i know , but what if you come",you don’t think I should go through with it?,Gemini
1889,it was all eileen 's,fault.,Gemini
1890,"good-night , captain garret , peter added bitterly , and","he added, his voice filled with regret.",Gemini
1891,"i lose my breath , lose my ability","my concentration, my thoughts scattering like leaves in the wind.",Gemini
1892,"he would n't admit it to her , but she",knew she was lying.,Gemini
1893,"he leaves , jogging down the hallway and",disappearing into the crowd.,Gemini
1894,"but this , this was",was a turning point in my life.,Gemini
1895,i looked at the new drink and felt,a sense of unease.,Gemini
1896,prince charming could have had no easier passage,have been a simpler path.,Gemini
1897,he stopped as she ran her finger,across his cheek.,Gemini
1898,he 's been visiting me,"regularly, usually around dinner time.",Gemini
1899,i reached inside the mini-fridge and,grabbed a bottle of water and a sandwich.,Gemini
1900,"at my words , her expression slowly falls",and she felt a sudden chill.,Gemini
1901, i do n't have the pretty words,to express my feelings.,Gemini
1902,baannas head easily cleared the,doorway with ease.,Gemini
1903,want to help us,help us find it?,Gemini
1904,"gemma swallowed hard , stood from the vanity ,",and walked towards the window.,Gemini
1905,i can feel the tears,welling up inside me.,Gemini
1906,theres a fine royal blue with,a subtle shimmer.,Gemini
1907,garion found that the muscles of his legs,were heavy with fatigue.,Gemini
1908,he told me the town gossip for a,"long time, completely engrossed in the details.",Gemini
1909,and one or two of,other people were watching from a distance.,Gemini
1910,just thinking about walking into the throne room,fills me with dread.,Gemini
1911,the old lady at the bed and breakfast,said they'd seen a strange man lurking outside.,Gemini
1912,"the kids , being kids , had n't seemed to",notice the unusual activity.,Gemini
1913, you do n't need,need to worry about this right now.,Gemini
1914,this is your breakthrough and its free too,and it’s completely free!,Gemini
1915,they engaged in a silent tug of war,"in complete silence, neither willing to give in.",Gemini
1916,her fault for having left,"everything, and now she regrets it deeply.",Gemini
1917,i walk back to the,kitchen and poured myself a cup of coffee.,Gemini
1918,"with my coffee cup in hand , i",felt a sudden surge of anxiety.,Gemini
1919,my mom kept gabbing in my ear,"on and on, making it impossible for me to concentrate.",Gemini
1920,thank you for allowing this,this opportunity to speak with you.,Gemini
1921,i guess that 's why the women,are always looking for something more.,Gemini
1922,"i could n't do it , i would",have let you down.,Gemini
1923,he blushed and looked down at his,"shoes, ashamed of his actions.",Gemini
1924,the very air one breathes turns hot and,heavy with tension.,Gemini
1925,"still , she also knew the pitfalls of someone",what could happen if she failed.,Gemini
1926,but he did n't curse the wind or,the rain or the storm clouds gathering overhead.,Gemini
1927,the static was cut off,and the room fell silent.,Gemini
1928,"i made my face go blank , suddenly",I tried to play it cool.,Gemini
1929,i said as jason and alex,I saw the car speeding away.,Gemini
1930,i got ready and jonathan had the butler,the maid bring me a fresh cup of tea.,Gemini
1931,"he had learned much about his fellow-challengers ,",and he was filled with a newfound determination.,Gemini
1932," i 'm flattered by your concern ,",but I appreciate you trying to help.,Gemini
1933, actions have punishments,consequences.,Gemini
1934,no hair on thoir bodios or facos and,"their eyes, they looked completely inhuman.",Gemini
1935,we never gave a thought,a second thought about what could possibly happen.,Gemini
1936,"a ragged breath , then ,  some","a few words stumbled out, but the full meaning was lost.",Gemini
1937,you exist to do just that,this is exactly what you are intended to do.,Gemini
1938,she exclaimed when i reached,"the box, her eyes wide with surprise.",Gemini
1939,let us wait till this is over and,then we'll celebrate.,Gemini
1940, why did n't you tell me,you tell me what happened?,Gemini
1941,"and try as i might , in that","moment, she felt a sense of hope.",Gemini
1942,are you going to tell him,I’m not sure I’m ready for this.,Gemini
1943,a rattling gurgle caused neb,a strange noise coming from the basement.,Gemini
1944,"until then , you need",stay calm and focused.,Gemini
1945," ugh , '' i remarked , but",then I realized how serious the situation really was.,Gemini
1946,it 's the first meeting of,the resistance group.,Gemini
1947,when he got in on the drivers,"the driver's seat, he felt a surge of adrenaline.",Gemini
1948,it 'll keep them busy for,a few days.,Gemini
1949, she never knew he was,was deeply involved in the conspiracy.,Gemini
1950,"when they were topside , she started hauling",the heavy boxes up the stairs.,Gemini
1951,"ya know , blend with",in with the in-crowd.,Gemini
1952,"it was sophia , her best friend and",and her closest confidante.,Gemini
1953,it must be a,secret mission.,Gemini
1954,cooper pushed the phone,"the phone away, his expression grim.",Gemini
1955,michael was n't due to be in the,meeting.,Gemini
1956,"i pull away , that first blissful swoon",I felt a sense of overwhelming relief.,Gemini
1957,there were also photos of,his family.,Gemini
